PF00389	2-Hacid_dh
PF03991	Prion_octapep
PF03063	Prismane
PF00484	Pro_CA
PF01619	Pro_dh
PF00160	Pro_isomerase
PF00235	Profilin
PF02161	Prog_receptor
PF02244	Propep_M14
PF04352	ProQ
PF02428	Prot_inhib_II
PF00260	Protamine_P1
PF00841	Protamine_P2
PF03247	Prothymosin
PF05044	HPD
PF02840	Prp18
PF02340	PRRSV_Env
PF01366	PRTP
PF02666	PS_Dcarbxylase
PF04230	PS_pyruv_trans
PF00223	PsaA_PsaB
PF02531	PsaD
PF02605	PsaL
PF00737	PsbH
PF02532	PsbI
PF01788	PsbJ
PF02533	PsbK
PF02419	PsbL
PF05151	PsbM
PF02468	PsbN
PF04725	PsbR
PF01405	PsbT
PF03912	Psb28
PF00849	PseudoU_synth_2
PF00796	PSI_8
PF02427	PSI_PsaE
PF02507	PSI_PsaF
PF03244	PSI_PsaH
PF01701	PSI_PsaJ
PF01241	PSI_PSAK
PF00421	PSII
PF04012	PspA_IM30
PF04839	PSRP-3_Ycf65
PF03034	PSS
PF01515	PTA_PTB
PF02126	PTE
PF00809	Pterin_bind
PF01091	PTN_MK_C
PF05196	PTN_MK_N
PF04387	PTPLA
PF01242	PTPS
PF00854	PTR2
PF00381	PTS-HPr
PF01885	PTS_2-RNA
PF00358	PTS_EIIA_1
PF00359	PTS_EIIA_2
PF00367	PTS_EIIB
PF02378	PTS_EIIC
PF02255	PTS_IIA
PF03714	PUD
PF03829	PTSIIA_gutA
PF03830	PTSIIB_sorb
PF03209	PUCC
PF00806	PUF
PF02245	Pur_DNA_glyco
PF04845	PurA
PF02700	PurS
PF00855	PWWP
PF02436	PYC_OADA
PF03013	Pyr_excise
PF01948	PyrI
PF02748	PyrI_C
PF01243	Pyridox_oxidase
PF00282	Pyridoxal_deC
PF00719	Pyrophosphatase
PF02547	Queuosine_synth
PF00788	RA
PF03528	Rabaptin
PF02144	Rad1
PF03215	Rad17
PF04824	Rad21_Rec8
PF04825	Rad21_Rec8_N
PF03835	Rad4
PF04098	Rad52_Rad22
PF04139	Rad9
PF04002	RadC
PF04712	Radial_spoke
PF03089	RAG2
PF04901	RAMP
PF00638	Ran_BP1
PF03085	RAP-1
PF00071	Ras
PF00616	RasGAP
PF03836	RasGAP_C
PF00617	RasGEF
PF00618	RasGEF_N
PF01858	RB_A
PF01857	RB_B
PF02196	RBD
PF02033	RBFA
PF05025	RbsD_FucU
PF02341	RcbX
PF00415	RCC1
PF04381	RdgC
PF05183	RdRP
PF00154	RecA
PF02565	RecO_C
PF02132	RecR
PF03837	RecT
PF03838	RecU
PF02631	RecX
PF02014	Reeler
PF04221	RelB
PF03763	Remorin_C
PF03766	Remorin_N
PF01244	Peptidase_M19
PF01664	Reo_sigma1
PF04582	Reo_sigmaC
PF00979	Reovirus_cap
PF01446	Rep_1
PF04057	Rep-A_N
PF01719	Rep_2
PF01051	Rep_3
PF02486	Rep_trans
PF04796	RepA_C
PF01421	Reprolysin
PF05140	ResB
PF04851	ResIII
PF00239	Resolvase
PF00072	Response_reg
PF02813	Retro_M
PF00424	REV
PF00472	RF-1
PF04506	Rft-1
PF04589	RFX1_trans_act
PF02257	RFX_DNA_binding
PF03214	RGP
PF05045	RgpF
PF00615	RGS
PF00974	Rhabdo_glycop
PF03342	Rhabdo_M1
PF04785	Rhabdo_M2
PF03397	Rhabdo_matrix
PF00945	Rhabdo_ncap
PF03216	Rhabdo_ncap_2
PF02484	Rhabdo_NV
PF00554	RHD
PF02115	Rho_GDI
PF00581	Rhodanese
PF00620	RhoGAP
PF00621	RhoGEF
PF03527	RHS
PF00073	Rhv
PF02267	Rib_hydrolayse
PF01872	RibD_C
PF05062	RICH
PF01042	Ribonuc_L-PSP
PF00317	Ribonuc_red_lgN
PF02867	Ribonuc_red_lgC
PF00268	Ribonuc_red_sm
PF00545	Ribonuclease
PF03631	Virul_fac_BrkB
PF00825	Ribonuclease_P
PF00445	Ribonuclease_T2
PF00687	Ribosomal_L1
PF00466	Ribosomal_L10
PF00298	Ribosomal_L11
PF03946	Ribosomal_L11_N
PF00542	Ribosomal_L12
PF00572	Ribosomal_L13
PF01294	Ribosomal_L13e
PF00238	Ribosomal_L14
PF01929	Ribosomal_L14e
PF00827	Ribosomal_L15e
PF00252	Ribosomal_L16
PF01196	Ribosomal_L17
PF00861	Ribosomal_L18p
PF01245	Ribosomal_L19
PF01280	Ribosomal_L19e
PF00181	Ribosomal_L2
PF00453	Ribosomal_L20
PF01157	Ribosomal_L21e
PF00829	Ribosomal_L21p
PF00237	Ribosomal_L22
PF01776	Ribosomal_L22e
PF00276	Ribosomal_L23
PF03939	Ribosomal_L23eN
PF01246	Ribosomal_L24e
PF01386	Ribosomal_L25p
PF01016	Ribosomal_L27
PF01777	Ribosomal_L27e
PF00830	Ribosomal_L28
PF01778	Ribosomal_L28e
PF00831	Ribosomal_L29
PF01779	Ribosomal_L29e
PF03947	Ribosomal_L2_C
PF00297	Ribosomal_L3
PF00327	Ribosomal_L30
PF01197	Ribosomal_L31
PF01198	Ribosomal_L31e
PF01655	Ribosomal_L32e
PF01783	Ribosomal_L32p
PF00471	Ribosomal_L33
PF00468	Ribosomal_L34
PF01199	Ribosomal_L34e
PF01247	Ribosomal_L35Ae
PF01632	Ribosomal_L35p
PF00444	Ribosomal_L36
PF01158	Ribosomal_L36e
PF01780	Ribosomal_L37ae
PF01781	Ribosomal_L38e
PF00832	Ribosomal_L39
PF00573	Ribosomal_L4
PF01020	Ribosomal_L40e
PF05162	Ribosomal_L41
PF00935	Ribosomal_L44
PF00281	Ribosomal_L5
PF00673	Ribosomal_L5_C
PF01159	Ribosomal_L6e
PF03868	Ribosomal_L6e_N
PF01248	Ribosomal_L7Ae
PF03948	Ribosomal_L9_C
PF01281	Ribosomal_L9_N
PF00338	Ribosomal_S10
PF00411	Ribosomal_S11
PF00164	Ribosom_S12_S23
PF00416	Ribosomal_S13
PF00253	Ribosomal_S14
PF00312	Ribosomal_S15
PF00886	Ribosomal_S16
PF00366	Ribosomal_S17
PF00833	Ribosomal_S17e
PF01084	Ribosomal_S18
PF00203	Ribosomal_S19
PF01090	Ribosomal_S19e
PF00318	Ribosomal_S2
PF01649	Ribosomal_S20p
PF01165	Ribosomal_S21
PF01249	Ribosomal_S21e
PF01282	Ribosomal_S24e
PF03297	Ribosomal_S25
PF01283	Ribosomal_S26e
PF01599	Ribosomal_S27
PF01667	Ribosomal_S27e
PF01200	Ribosomal_S28e
PF04758	Ribosomal_S30
PF00189	Ribosomal_S3_C
PF01015	Ribosomal_S3Ae
PF00163	Ribosomal_S4
PF00900	Ribosomal_S4e
PF00333	Ribosomal_S5
PF03719	Ribosomal_S5_C
PF01250	Ribosomal_S6
PF01092	Ribosomal_S6e
PF00177	Ribosomal_S7
PF01251	Ribosomal_S7e
PF00410	Ribosomal_S8
PF00380	Ribosomal_S9
PF00834	Ribul_P_3_epim
PF02009	Rifin_STEVOR
PF02197	RIIa
PF01782	RimM
PF00848	Ring_hydroxyl_A
PF00161	RIP
PF04957	RMF
PF04321	RmlD_sub_bind
PF03035	RNA_capsid
PF00680	RdRP_1
PF00978	RdRP_2
PF00910	RNA_helicase
PF00940	RNA_pol
PF03118	RNA_pol_A_CTD
PF05066	HARE-HTH
PF04090	RNA_pol_I_TF
PF01193	RNA_pol_L
PF02150	RNA_POL_M_15KD
PF01194	RNA_pol_N
PF04990	RNA_pol_Rpb1_7
PF04563	RNA_pol_Rpb2_1
PF04561	RNA_pol_Rpb2_2
PF04566	RNA_pol_Rpb2_4
PF01191	RNA_pol_Rpb5_C
PF03871	RNA_pol_Rpb5_N
PF01192	RNA_pol_Rpb6
PF03876	SHS2_Rpb7-N
PF03870	RNA_pol_Rpb8
PF05158	RNA_pol_Rpc34
PF05132	RNA_pol_Rpc4
PF03431	RNA_replicase_B
PF01876	RNase_P_p30
PF01900	RNase_P_Rpp14
PF00074	RnaseA
PF00075	RNase_H
PF00773	RNB
PF02508	Rnf-Nqr
PF03259	Robl_LC7
PF00480	ROK
PF02027	RolB_RolC
PF01815	Rop
PF00980	Rota_Capsid_VP6
PF01525	Rota_NS26
PF02509	Rota_NS35
PF00981	Rota_NS53
PF04866	Rota_NS6
PF01665	Rota_NSP3
PF01452	Rota_NSP4
PF05087	Rota_VP2
PF00639	Rotamase
PF03428	RP-C
PF03055	RPE65
PF02318	FYVE_2
PF04390	LptE
PF04032	Rpr2
PF01765	RRF
PF00076	RRM_1
PF00398	RrnaAD
PF04353	Rsd_AlgQ
PF03873	RseA_C
PF03872	RseA_N
PF04246	RseC_MucC
PF03113	RSV_NS2
PF04479	RTA1
PF02334	RTP
PF02382	RTX
PF00016	RuBisCO_large
PF02788	RuBisCO_large_N
PF00101	RuBisCO_small
PF02915	Rubrerythrin
PF01330	RuvA_N
PF02075	RuvC
PF02042	RWP-RK
PF01365	RYDR_ITPR
PF02026	RyR
PF00575	S1
PF00438	S-AdoMet_synt_N
PF02772	S-AdoMet_synt_M
PF02773	S-AdoMet_synt_C
PF02574	S-methyl_trans
PF04689	S1FA
PF05116	S6PP
PF01023	S_100
PF05124	S_layer_C
PF05123	S_layer_N
PF00954	S_locus_glycop
PF00526	Dicty_CTDC
PF00277	SAA
PF04455	Saccharop_dh_N
PF04092	SAG
PF01259	SAICAR_synt
PF03534	SpvB
PF03538	VRP1
PF01758	SBF
PF03536	VRP3
PF01536	SAM_decarbox
PF02199	SapA
PF03058	Sar8_2
PF04790	Sarcoglycan_1
PF03343	SART-1
PF00269	SASP
PF04259	SASP_gamma
PF03898	TNV_CP
PF03110	SBP
PF00496	SBP_bac_5
PF03480	SBP_bac_7
PF01297	TroA
PF04405	ScdA_N
PF02667	SCFA_trans
PF04486	SchA_CurD
PF02630	SCO1-SenC
PF02036	SCP2
PF00375	SDF
PF02982	Scytalone_dh
PF03313	SDH_alpha
PF03315	SDH_beta
PF01127	Sdh_cyt
PF02810	SEC-C
PF00995	Sec1
PF03908	Sec20
PF03911	Sec61_beta
PF03839	Sec62
PF01369	Sec7
PF01043	SecA_PP_bind
PF02556	SecB
PF02355	SecD_SecF
PF00584	SecE
PF03840	SecG
PF04856	Securin
PF00344	SecY
PF04628	Sedlin_N
PF00477	LEA_5
PF03841	SelA
PF04593	SelP_C
PF04592	SelP_N
PF01641	SelR
PF01403	Sema
PF01118	Semialdhyde_dh
PF02774	Semialdhyde_dhC
PF03925	SeqA
PF04360	Serglycin
PF00450	Peptidase_S10
PF00079	Serpin
PF02403	Seryl_tRNA_N
PF01445	SH
PF00017	SH2
PF00018	SH3_1
PF04908	SH3BGR
PF03579	SHP
PF01488	Shikimate_DH
PF00464	SHMT
PF04917	Shufflon_N
PF02973	Sialidase
PF03482	SIC
PF00158	Sigma54_activat
PF00309	Sigma54_AID
PF04963	Sigma54_CBD
PF04552	Sigma54_DBD
PF04546	Sigma70_ner
PF03979	Sigma70_r1_1
PF00140	Sigma70_r1_2
PF04539	Sigma70_r3
PF03084	Sigma_1_2
PF02454	Sigma_1s
PF03842	Silic_transp
PF04801	Sin_N
PF04954	SIP
PF02146	SIR2
PF04247	SirB
PF01380	SIS
PF05185	PRMT5
PF01202	SKI
PF02731	SKIP_SNW
PF03217	SLAP
PF03843	Slp
PF01464	SLT
PF02258	SLT_beta
PF04102	SlyX
PF02481	DNA_processg_A
PF03467	Smg4_UPF3
PF04927	SMP
PF04355	SmpA_OmlA
PF01668	SmpB
PF01713	Smr
PF00835	SNAP-25
PF00565	SNase
PF00209	SNF
PF00176	SNF2_N
PF04855	SNF5
PF01174	SNO
PF00080	Sod_Cu
PF00081	Sod_Fe_N
PF02777	Sod_Fe_C
PF03002	Somatostatin
PF01680	SOR_SNZ
PF02208	Sorb
PF04203	Sortase
PF04832	SOUL
PF04267	SoxD
PF04268	SoxG
PF03172	Sp100
PF03014	SP2
PF02090	SPAM
PF02510	SPAN
PF04573	SPC22
PF05122	SpdB
PF03771	SPDY
PF00435	Spectrin
PF01564	Spermine_synth
PF02819	Toxin_9
PF02513	Spin-Ssty
PF05215	Spiralin
PF03533	SPO11_like
PF05032	Spo12
PF03907	Spo7
PF01052	SpoA
PF05036	SPOR
PF03845	Spore_permease
PF00588	SpoU_methylase
PF03862	SpoVA
PF04026	SpoVG
PF04293	SpoVR
PF04232	SpoVS
PF03539	Spuma_A9PTase
PF03779	SPW
PF00494	SQS_PSY
PF00299	Squash
PF02117	7TM_GPCR_Sra
PF02175	7TM_GPCR_Srb
PF00530	SRCR
PF00319	SRF-TF
PF02118	Srg
PF02290	SRP14
PF01922	SRP19
PF00660	SRP1_TIP1
PF05022	SRP40_C
PF04888	SseC
PF00474	SSF
PF04686	SsgA
PF00720	SSI
PF04056	Ssl1
PF04386	SspB
PF03531	SSrecog
PF04722	Ssu72
PF04184	ST7
PF03298	Stanniocalcin
PF02200	STE
PF02876	Stap_Strp_tox_C
PF01123	Stap_Strp_toxin
PF04022	Staphylcoagulse
PF02821	Staphylokinase
PF01017	STAT_alpha
PF02864	STAT_bind
PF02865	STAT_int
PF03875	Statherin
PF00836	Stathmin
PF02116	STE2
PF02076	STE3
PF04885	Stig1
PF05217	STOP
PF03088	Str_synth
PF04270	Strep_his_triad
PF02516	STT3
PF03481	SUA5
PF01300	Sua5_yciO_yrdC
PF00862	Sucrose_synth
PF02657	SufE
PF05076	SUFU
PF04198	Sugar-bind
PF00083	Sugar_tr
PF01253	SUI1
PF03846	SulA
PF00916	Sulfate_transp
PF03856	SUN
PF03439	Spt5-NGN
PF01975	SurE
PF02104	SURF1
PF02077	SURF4
PF01617	Surface_Ag_2
PF00084	Sushi
PF04099	Sybindin
PF02383	Syja_N
PF02078	Synapsin
PF02750	Synapsin_C
PF00957	Synaptobrevin
PF01284	MARVEL
PF01034	Syndecan
PF01387	Synuclein
PF00837	T4_deiodinase
PF03903	Phage_T4_gp36
PF03906	Phage_T7_tail
PF02217	T_Ag_DNA_bind
PF05010	TACC
PF02202	Tachykinin
PF04972	BON
PF02969	TAF
PF04658	TAFII55_N
PF05069	Phage_tail_S
PF02203	TarH
PF00539	Tat
PF01026	TatD_DNase
PF03430	TATR
PF02668	TauD
PF01361	Tautomerase
PF02959	Tax
PF00683	TB
PF00566	RabGAP-TBC
PF02970	TBCA
PF03558	TBSV_P22
PF01840	TCL1_MTCP1
PF03634	TCP
PF03645	Tctex-1
PF00838	TCTP
PF03347	TDH
PF01285	TEA
PF03848	TehB
PF02765	POT1
PF03070	TENA_THI-4
PF04876	Tenui_NCP
PF03300	Tenui_NS4
PF05099	TerB
PF03741	TerC
PF02342	TerD
PF03592	Terminase_2
PF03936	Terpene_synth_C
PF02909	TetR_C
PF03299	TF_AP-2
PF02559	CarD_CdnL_TRCF
PF03529	TF_Otx
PF03849	Tfb2
PF03153	TFIIA
PF02268	TFIIA_gamma_N
PF02751	TFIIA_gamma_C
PF02291	TFIID-31kDa
PF03540	TFIID_30kDa
PF02002	TFIIE_alpha
PF02186	TFIIE_beta
PF02270	TFIIF_beta
PF01096	TFIIS_C
PF04994	TfoX_C
PF04993	TfoX_N
PF00019	TGF_beta
PF00688	TGFb_propeptide
PF01702	TGT
PF04858	TH1
PF00314	Thaumatin
PF01946	Thi4
PF01964	ThiC
PF02568	ThiI
PF00975	Thioesterase
PF01289	Thiol_cytolysin
PF00108	Thiolase_N
PF02803	Thiolase_C
PF00085	Thioredoxin
PF00585	Thr_dehydrat_C
PF04163	Tht1
PF02926	THUMP
PF02511	Thy1
PF00303	Thymidylat_synt
PF02223	Thymidylate_kin
PF01290	Thymosin
PF00086	Thyroglobulin_1
PF04278	Tic22
PF01826	TIL
PF00121	TIM
PF02466	Tim17
PF04821	TIMELESS
PF05029	TIMELESS_C
PF00965	TIMP
PF03549	Tir_receptor_M
PF04553	Tis11B_N
PF01108	Tissue_fac
PF00265	TK
PF00693	Herpes_TK
PF03219	TLC
PF05017	TMP
PF02581	TMP-TENI
PF00721	TMV_coat
PF00229	TNF
PF00020	TNFR_c6
PF01107	MP
PF04052	TolB_N
PF03349	Toluene_X
PF04281	Tom22
PF03220	Tombus_P19
PF03544	TonB_C
PF00593	TonB_dep_Rec
PF01131	Topoisom_bac
PF02919	Topoisom_I_N
PF01028	Topoisom_I
PF01751	Toprim
PF01533	Tospo_nucleocap
PF00087	Toxin_1
PF00451	Toxin_2
PF00537	Toxin_3
PF00706	Toxin_4
PF02079	TP1
PF01254	TP2
PF04406	TP6A_N
PF00590	TP_methylase
PF04201	TPD52
PF00205	TPP_enzyme_M
PF02775	TPP_enzyme_C
PF02776	TPP_enzyme_N
PF01963	TraB
PF02534	T4SS-DNA_transf
PF00923	Transaldolase
PF00382	TFIIB
PF00405	Transferrin
PF00868	Transglut_N
PF00912	Transgly
PF00456	Transketolase_N
PF01818	Translat_reg
PF01997	Translin
PF02133	Transp_cyt_pur
PF04236	Transp_Tc5_C
PF00872	Transposase_mut
PF00273	Serum_albumin
PF01359	Transposase_1
PF01610	DDE_Tnp_ISL3
PF01710	HTH_Tnp_IS630
PF01797	Y1_Tnp
PF01385	OrfB_IS605
PF02992	Transposase_21
PF02994	Transposase_22
PF03017	Transposase_23
PF03004	Transposase_24
PF03050	DDE_Tnp_IS66
PF03400	DDE_Tnp_IS1
PF04195	Transposase_28
PF04693	DDE_Tnp_2
PF04740	LXG
PF04754	Transposase_31
PF04986	Y2_Tnp
PF01498	HTH_Tnp_Tc3_2
PF01527	HTH_Tnp_1
PF03221	HTH_Tnp_Tc5
PF02281	Dimer_Tnp_Tn5
PF00576	Transthyretin
PF03896	TRAP_alpha
PF04051	TRAPP
PF04956	TrbC
PF03743	TrbI
PF04610	TrbL
PF03461	TRCF
PF03546	Treacle
PF00088	Trefoil
PF01204	Trehalase
PF02358	Trehalose_PPase
PF03973	Triabin
PF02080	TrkA_C
PF02254	TrkA_N
PF02386	TrkH
PF02005	TRM
PF00133	tRNA-synt_1
PF00749	tRNA-synt_1c
PF03950	tRNA-synt_1c_C
PF00750	tRNA-synt_1d
PF01406	tRNA-synt_1e
PF01921	tRNA-synt_1f
PF00152	tRNA-synt_2
PF02081	TrpBP
PF00587	tRNA-synt_2b
PF01411	tRNA-synt_2c
PF01974	tRNA_int_endo
PF02778	tRNA_int_endo_N
PF01746	tRNA_m1G_MT
PF03054	tRNA_Me_trans
PF04558	tRNA_synt_1c_R1
PF04557	tRNA_synt_1c_R2
PF02091	tRNA-synt_2e
PF02092	tRNA_synt_2f
PF00261	Tropomyosin
PF03301	Trp_dioxygenase
PF04820	Trp_halogenase
PF01371	Trp_repressor
PF00290	Trp_syntA
PF03222	Trp_Tyr_perm
PF01509	TruB_N
PF01456	Mucin
PF00913	Trypan_glycop
PF03249	TSA
PF01166	TSC22
PF04668	Tsg
PF04705	TSNR_N
PF00090	TSP_1
PF02412	TSP_3
PF03073	TspO_MBR
PF02956	TT_ORF1
PF02957	TT_ORF2
PF03542	Tuberin
PF00091	Tubulin
PF00418	Tubulin-binding
PF01021	TYA
PF03251	Tymo_45kd_70kd
PF00983	Tymo_coat
PF00264	Tyrosinase
PF03064	U79_P34
PF02134	UBACT
PF01977	UbiD
PF01209	Ubie_methyltran
PF03981	Ubiq_cyt_C_chap
PF02271	UCR_14kD
PF02320	UCR_hinge
PF02921	UCR_TM
PF02939	UcrQ
PF00984	UDPG_MGDP_dh
PF03720	UDPG_MGDP_dh_C
PF03721	UDPG_MGDP_dh_N
PF01704	UDPGP
PF00201	UDPGT
PF03152	UFD1
PF02512	UK
PF03044	Herpes_UL16
PF03252	Herpes_UL21
PF01499	Herpes_UL25
PF04496	Herpes_UL35
PF03970	Herpes_UL37_1
PF02282	Herpes_UL42
PF03117	Herpes_UL49_1
PF03121	Herpes_UL52
PF03049	Herpes_UL79
PF03043	Herpes_UL87
PF03048	Herpes_UL92
PF03038	Herpes_UL95
PF04817	Umbravirus_LDM
PF00021	UPAR_LY6
PF00919	UPF0004
PF03649	UPF0014
PF01169	UPF0016
PF01170	UPF0020
PF01171	ATP_bind_3
PF01172	SBDS
PF01142	TruD
PF01139	RtcB
PF01205	UPF0029
PF01256	Carb_kinase
PF00902	TatC
PF01206	TusA
PF02381	MraZ
PF03650	MPC
PF03668	ATP_bind_2
PF01985	CRS1_YhbY
PF01894	UPF0047
PF01458	UPF0051
PF01933	UPF0052
PF02130	UPF0054
PF01679	Pmp3
PF01893	UPF0058
PF02694	UPF0060
PF02696	UPF0061
PF03401	TctC
PF01980	UPF0066
PF03006	HlyIII
PF02082	Rrf2
PF03702	UPF0075
PF02367	UPF0079
PF03652	UPF0081
PF01868	UPF0086
PF03007	WES_acyltransf
PF03653	UPF0093
PF02016	Peptidase_S66
PF01981	PTH2
PF02021	UPF0102
PF01875	Memo
PF03706	UPF0104
PF03656	Pam16
PF03657	UPF0113
PF03350	UPF0114
PF01594	UPF0118
PF03715	Noc2
PF03661	UPF0121
PF04297	UPF0122
PF03660	PHF5
PF03658	Ub-RnfH
PF03458	UPF0126
PF03673	UPF0128
PF03647	Tmemb_14
PF03677	UPF0137
PF03669	UPF0139
PF03686	UPF0146
PF03685	UPF0147
PF03695	UPF0149
PF03681	UPF0150
PF03692	CxxCxxCC
PF03672	UPF0154
PF03693	RHH_2
PF04229	GrpB
PF03682	UPF0158
PF03690	UPF0160
PF03687	UPF0164
PF03691	UPF0167
PF03666	NPR3
PF03665	UPF0172
PF02476	US2
PF03683	UPF0175
PF03698	UPF0180
PF03701	UPF0181
PF03670	UPF0184
PF04050	Upf2
PF01255	Prenyltransf
PF00449	Urease_alpha
PF00699	Urease_beta
PF00547	Urease_gamma
PF01774	UreD
PF05194	UreE_C
PF01730	UreF
PF04115	Ureidogly_hydro
PF01014	Uricase
PF01208	URO-D
PF01175	Urocanase
PF02083	Urotensin_II
PF02393	US22
PF00577	Usher
PF04871	Uso1_p115_C
PF04869	Uso1_p115_head
PF00582	Usp
PF03253	UT
PF01099	Uteroglobin
PF03998	Utp11
PF04003	Utp12
PF04615	Utp14
PF03851	UvdE
PF00580	UvrD-helicase
PF02614	UxaC
PF03786	UxuA
PF03223	V-ATPase_C
PF03179	V-ATPase_G
PF03224	V-ATPase_H_N
PF01639	v110
PF03402	V1R
PF02830	V4R
PF01496	V_ATPase_I
PF02346	Vac_Fusion
PF02691	VacA
PF03077	VacA2
PF04333	VacJ
PF04294	VanW
PF02557	VanY
PF04892	VanZ
PF03490	Varsurf_PPLC
PF01992	vATP-synt_AC39
PF01991	vATP-synt_E
PF01505	Vault
PF01847	VHL
PF02209	VHP
PF04702	Vicilin_N
PF00559	Vif
PF01044	Vinculin
PF02236	Viral_DNA_bi
PF03728	Viral_DNA_Zn_bi
PF00426	VP4_haemagglut
PF03225	Viral_Hsp90
PF04530	Viral_Beta_CD
PF00729	Viral_coat
PF00747	Viral_DNA_bp
PF01443	Viral_helicase1
PF04521	Viral_P18
PF00998	RdRP_3
PF02407	Viral_Rep
PF05101	VirB3
PF04335	VirB8
PF00286	Flexi_CP
PF01347	Vitellogenin_N
PF05090	VKG_Carbox
PF04649	VlpA_repeat
PF01660	Vmethyltransf
PF00695	vMSA
PF03762	VOMI
PF00434	VP7
PF00522	VPR
PF03643	Vps26
PF03997	VPS28
PF04133	Vps55
PF00558	Vpu
PF03852	Vsr
PF00093	VWC
PF02020	W2
PF03716	WCCH
PF00458	WHEP-TRS
PF00110	wnt
PF01822	WSC
PF02165	WT1
PF03303	WTF
PF04932	Wzy_C
PF00739	X
PF00860	Xan_ur_permease
PF04921	XAP5
PF02625	XdhC_CoxI
PF03894	XFP
PF03469	XH
PF03468	XS
PF04555	XhoI
PF00193	Xlink
PF00867	XPG_I
PF00752	XPG_N
PF01834	XRCC1_N
PF02162	XYPPX
PF04690	YABBY
PF03895	YadA_anchor
PF02699	YajC
PF04073	tRNA_edit
PF02392	Ycf4
PF01737	Ycf9
PF03795	YCII
PF02182	SAD_SRA
PF04794	YdjC
PF00399	PIR
PF03366	YEATS
PF03543	Peptidase_C58
PF03545	YopE
PF03887	YfbU
PF02542	YgbB
PF02325	YGGT
PF04945	YHS
PF03755	YicC_N
PF03853	YjeF_N
PF03739	YjgP_YjgQ
PF02326	YMF19
PF01514	YscJ_FliF
PF04650	YSIRK_signal
PF02295	z-alpha
PF01559	Zein
PF01754	zf-A20
PF01428	zf-AN1
PF00096	zf-C2H2
PF00105	zf-C4
PF01396	zf-C4_Topoisom
PF02928	zf-C5HC2
PF01807	zf-CHC2
PF05207	zf-CSL
PF05180	zf-DNL
PF02701	zf-Dof
PF04770	ZF-HD_dimer
PF01422	zf-NF-X1
PF00645	zf-PARP
PF00641	zf-RanBP
PF02135	zf-TAZ
PF02953	zf-Tim10_DDP
PF02176	zf-TRAF
PF02207	zf-UBR
PF03470	zf-XS
PF01258	zf-dskA_traR
PF04071	zf-like
PF04354	ZipA_C
PF00172	Zn_clus
PF00882	Zn_dep_PLPC
PF04228	Zn_peptidase
PF04298	Zn_peptidase_2
PF03854	zf-P11
PF03367	zf-ZPR1
PF00791	ZU5
PF00569	ZZ
PF04358	DsrC
PF04252	RNA_Me_trans
PF04359	DUF493
PF04205	FMN_bind
PF04432	FrhB_FdhB_C
PF04609	MCR_C
PF04607	RelA_SpoT
PF04226	Transgly_assoc
PF04264	YceI
PF04431	Pec_lyase_N
PF05223	MecA_N
PF05224	NDT80_PhoG
PF05225	HTH_psq
PF05226	CHASE2
PF05227	CHASE3
PF05228	CHASE4
PF05229	SCPU
PF05230	MASE2
PF05231	MASE1
PF05232	BTP
PF05233	PHB_acc
PF05234	UAF_Rrn10
PF05235	CHAD
PF05236	TAF4
PF05237	MoeZ_MoeB
PF05238	CENP-N
PF05239	PRC
PF05240	APOBEC_C
PF05241	EBP
PF05242	GLYCAM-1
PF05244	Brucella_OMP2
PF05246	DUF735
PF05247	FlhD
PF05248	Adeno_E3A
PF05250	UPF0193
PF05251	UPF0197
PF05253	zf-U11-48K
PF05254	UPF0203
PF05255	UPF0220
PF05256	UPF0223
PF05257	CHAP
PF05258	DUF721
PF05259	Herpes_UL1
PF05261	Tra_M
PF05262	Borrelia_P83
PF05263	DUF722
PF05264	CfAFP
PF05265	DUF723
PF05266	DUF724
PF05267	DUF725
PF05268	GP38
PF05269	Phage_CII
PF05270	AbfB
PF05271	Tobravirus_2B
PF05272	VirE
PF05273	Pox_RNA_Pol_22
PF05274	Baculo_E25
PF05275	CopB
PF05276	SH3BP5
PF05277	DUF726
PF05278	PEARLI-4
PF05279	Asp-B-Hydro_N
PF05280	FlhC
PF05281	Secretogranin_V
PF05282	AAR2
PF05283	MGC-24
PF05284	DUF736
PF05285	SDA1
PF05287	PMG
PF05288	Pox_A3L
PF05289	BLYB
PF05290	Baculo_IE-1
PF05291	Bystin
PF05292	MCD
PF05293	ASFV_L11L
PF05294	Toxin_5
PF05295	Luciferase_N
PF05296	TAS2R
PF05297	Herpes_LMP1
PF05298	Bombinin
PF05299	Peptidase_M61
PF05300	DUF737
PF05301	Mec-17
PF05302	DUF720
PF05303	DUF727
PF05304	DUF728
PF05305	DUF732
PF05306	DUF733
PF05307	Bundlin
PF05308	Mito_fiss_reg
PF05309	TraE
PF05310	Tenui_NS3
PF05311	Baculo_PP31
PF05313	Pox_P21
PF05314	Baculo_ODV-E27
PF05315	ICEA
PF05316	VAR1
PF05317	Thermopsin
PF05318	Tombus_movement
PF05320	Pox_RNA_Pol_19
PF05321	HHA
PF05322	NinE
PF05323	Pox_A21
PF05324	Sperm_Ag_HE2
PF05325	DUF730
PF05326	SVA
PF05327	RRN3
PF05328	CybS
PF05331	DUF742
PF05332	DUF743
PF05334	DUF719
PF05335	DUF745
PF05336	DUF718
PF05337	CSF-1
PF05338	DUF717
PF05339	DUF739
PF05340	DUF740
PF05341	DUF708
